application_id,application_month,age,employment_years,annual_income,loan_amount,term_months,interest_rate,debt_to_income,credit_score,n_open_accounts,n_delinq_2yr,home_ownership,purpose,employment_type,region,channel,prior_customer,collections_flag,default
APP000198,2023-03,42,6.0,31800.0,4600.0,36,14.59,0.2167,649.0,4,0,rent,home_improvement,self_employed,south,branch,False,0,0
APP000199,2023-01,45,,32700.0,3800.0,24,13.86,0.3815,700.0,8,0,mortgage,auto,self_employed,northeast,broker,False,0,0
APP000200,2023-01,61,0.9,11700.0,4400.0,36,16.54,0.252,522.0,7,0,own,debt_consolidation,unemployed,midwest,branch,False,0,0
APP000201,2022-09,42,3.3,46100.0,8900.0,12,13.01,0.2792,706.0,1,0,rent,auto,salaried,midwest,branch,False,0,0
APP000202,2023-08,61,6.3,79800.0,56300.0,12,18.22,0.9246,565.0,7,0,own,major_purchase,retired,northeast,broker,False,0,0
APP000203,2024-07,31,2.6,42800.0,21800.0,36,14.51,0.5032,639.0,8,1,mortgage,major_purchase,contract,south,digital,False,0,0
APP000204,2023-06,54,7.4,23800.0,9900.0,24,16.85,0.5826,622.0,6,0,mortgage,auto,salaried,northeast,branch,False,0,0
APP000205,2023-09,23,1.7,16300.0,12700.0,36,13.28,0.3109,,1,0,mortgage,debt_consolidation,salaried,south,branch,True,0,0
APP000206,2023-06,43,2.7,19100.0,8200.0,60,14.08,0.228,668.0,3,0,mortgage,major_purchase,salaried,south,digital,True,0,0
APP000207,2024-04,19,2.4,45300.0,18000.0,48,13.76,0.3561,731.0,4,0,mortgage,home_improvement,salaried,south,digital,True,0,0
APP000208,2022-09,44,7.8,22900.0,7200.0,48,16.75,0.4546,,2,0,own,home_improvement,salaried,south,partner,True,0,0
APP000209,2024-03,28,3.9,28900.0,10000.0,24,16.0,0.3127,602.0,6,0,mortgage,auto,self_employed,northeast,branch,False,0,0
APP000210,2023-11,51,2.0,23100.0,4700.0,36,15.02,0.3846,641.0,8,0,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP000211,2024-05,27,6.1,26000.0,13300.0,48,16.5,0.4363,559.0,1,2,mortgage,major_purchase,contract,west,digital,True,0,0
APP000212,2023-12,52,,17000.0,13300.0,48,15.72,0.3648,621.0,5,0,mortgage,debt_consolidation,self_employed,west,broker,True,0,0
APP000213,2023-04,44,,49700.0,25700.0,60,15.61,0.2265,,5,2,rent,debt_consolidation,self_employed,northeast,broker,False,0,0
APP000214,2022-09,27,3.8,27200.0,19800.0,48,14.5,0.2992,658.0,0,0,mortgage,debt_consolidation,salaried,west,partner,False,0,0
APP000215,2023-11,23,,40600.0,38500.0,60,15.15,0.2175,,7,0,own,debt_consolidation,self_employed,west,digital,False,0,0
APP000216,2024-05,40,6.8,29300.0,21100.0,48,14.03,0.3636,738.0,3,0,rent,other,salaried,west,broker,True,0,0
APP000217,2024-07,19,2.5,23100.0,7100.0,24,16.09,0.2879,607.0,4,0,mortgage,home_improvement,self_employed,midwest,digital,True,0,0
APP000218,2024-02,19,6.4,19300.0,12800.0,24,16.68,0.495,581.0,2,0,rent,auto,salaried,northeast,digital,True,0,0
APP000219,2022-01,33,,29300.0,9000.0,36,12.44,0.2617,681.0,4,0,rent,medical,self_employed,midwest,partner,True,0,0
APP000220,2024-10,35,2.2,26500.0,13300.0,12,16.04,0.6642,,0,0,rent,auto,salaried,south,branch,False,0,0
APP000221,2024-08,47,2.3,26600.0,8200.0,36,15.26,0.254,577.0,6,0,mortgage,debt_consolidation,contract,northeast,broker,False,0,0
APP000222,2023-03,39,5.6,33300.0,18000.0,60,18.9,0.2831,,4,1,rent,auto,salaried,south,broker,False,0,0
APP000223,2024-05,39,2.8,32600.0,27900.0,36,16.06,0.3706,,4,0,rent,debt_consolidation,salaried,midwest,broker,False,0,0
APP000224,2023-05,69,,24900.0,3400.0,48,13.83,0.1432,656.0,6,0,mortgage,major_purchase,self_employed,south,digital,False,0,0
APP000225,2024-10,40,5.7,32200.0,11200.0,24,14.92,0.3296,,1,0,rent,other,retired,south,branch,False,0,0
APP000226,2023-06,36,,31900.0,20100.0,48,14.75,0.2749,599.0,4,2,mortgage,debt_consolidation,self_employed,south,digital,True,0,0
APP000227,2022-07,25,4.4,18700.0,6900.0,12,16.25,0.5291,591.0,6,0,own,debt_consolidation,salaried,south,branch,True,0,0
APP000228,2023-02,48,2.4,19000.0,19400.0,48,15.84,0.3317,612.0,4,0,own,debt_consolidation,salaried,south,broker,False,0,0
APP000229,2024-04,37,2.6,20100.0,19800.0,48,15.83,0.5957,624.0,3,0,mortgage,home_improvement,salaried,midwest,digital,True,0,0
APP000230,2024-02,24,1.6,10200.0,3500.0,60,15.48,0.1744,,7,0,mortgage,auto,retired,northeast,digital,True,0,0
APP000231,2022-02,48,,29300.0,8300.0,36,14.76,0.2245,634.0,5,0,mortgage,debt_consolidation,self_employed,west,broker,False,0,0
APP000232,2024-07,23,1.8,16400.0,13100.0,36,17.08,0.4177,587.0,5,0,mortgage,auto,salaried,midwest,branch,False,0,0
APP000233,2022-01,66,11.6,69900.0,8700.0,36,16.76,0.497,630.0,5,0,rent,home_improvement,self_employed,south,broker,True,0,0
APP000234,2022-12,26,,40400.0,7700.0,12,15.51,0.296,636.0,3,0,own,major_purchase,self_employed,northeast,branch,False,0,0
APP000235,2024-06,35,5.6,37000.0,10400.0,12,16.9,0.4005,535.0,3,0,rent,debt_consolidation,self_employed,northeast,digital,False,0,0
APP000236,2023-01,42,10.1,66800.0,50300.0,36,13.69,0.4218,651.0,3,0,mortgage,debt_consolidation,salaried,west,digital,False,0,0
APP000237,2024-04,27,1.8,17600.0,6100.0,60,16.33,0.3035,562.0,11,0,rent,major_purchase,salaried,west,branch,True,1,1
APP000238,2023-02,38,2.5,47600.0,18900.0,24,12.87,0.2866,714.0,7,0,own,small_business,self_employed,south,partner,False,0,0
APP000239,2024-08,40,12.4,35200.0,9100.0,36,13.62,0.169,698.0,7,0,rent,debt_consolidation,contract,midwest,branch,False,0,0
APP000240,2022-04,59,14.5,55000.0,30200.0,36,13.48,0.3207,791.0,9,0,rent,auto,salaried,midwest,digital,True,0,0
APP000241,2024-12,40,18.5,43200.0,16200.0,24,11.49,0.2196,746.0,6,0,rent,debt_consolidation,salaried,west,branch,False,0,0
APP000242,2024-04,35,,27200.0,20800.0,36,13.56,0.3602,613.0,3,0,mortgage,other,self_employed,west,digital,True,0,1
APP000243,2024-04,31,,24300.0,8300.0,36,14.19,0.2632,632.0,5,0,rent,debt_consolidation,salaried,northeast,branch,False,0,0
APP000244,2023-04,31,3.6,12700.0,6600.0,36,15.28,0.4552,583.0,2,0,rent,debt_consolidation,salaried,midwest,branch,False,0,0
APP000245,2024-04,54,10.8,56900.0,52800.0,48,14.17,0.2908,640.0,11,0,mortgage,home_improvement,self_employed,midwest,partner,False,0,1
APP000246,2024-05,21,4.8,4300.0,1800.0,60,15.83,0.4728,,1,0,mortgage,debt_consolidation,retired,west,digital,False,0,0
APP000247,2024-05,38,1.6,24500.0,14100.0,48,15.33,0.3423,635.0,3,0,mortgage,home_improvement,salaried,west,digital,False,0,0
APP000248,2023-11,32,1.7,49300.0,13300.0,60,15.64,0.3821,707.0,8,0,mortgage,debt_consolidation,retired,northeast,digital,False,0,0
APP000249,2023-11,19,2.0,14300.0,3400.0,48,14.35,0.3906,657.0,1,0,rent,home_improvement,salaried,northeast,digital,False,0,0
APP000250,2024-01,33,3.5,23600.0,12200.0,36,15.02,0.3919,602.0,5,0,rent,auto,salaried,west,branch,False,1,1
APP000251,2023-01,44,9.4,18300.0,6100.0,36,15.86,0.4106,596.0,5,0,rent,other,retired,west,branch,True,0,0
APP000252,2022-10,26,2.6,20900.0,17400.0,12,17.4,1.0093,615.0,4,0,mortgage,debt_consolidation,salaried,midwest,branch,False,0,0
APP000253,2023-12,49,24.2,48000.0,25000.0,24,16.14,0.4396,666.0,4,0,mortgage,major_purchase,salaried,northeast,broker,True,0,0
APP000254,2024-05,41,3.3,51300.0,18900.0,36,14.29,0.182,648.0,2,0,mortgage,major_purchase,contract,northeast,branch,False,0,0
APP000255,2023-03,35,,27200.0,16200.0,24,16.02,0.6795,631.0,5,0,rent,debt_consolidation,salaried,midwest,partner,False,0,0
APP000256,2022-09,31,1.7,10900.0,1800.0,36,14.52,0.14,684.0,4,0,own,medical,salaried,west,partner,False,0,0
APP000257,2024-10,35,6.2,56300.0,38900.0,60,16.11,0.2526,609.0,8,0,mortgage,medical,salaried,west,digital,False,0,0
APP000258,2024-05,41,2.9,42300.0,24200.0,60,15.22,0.2494,,3,0,rent,major_purchase,salaried,south,digital,True,0,0
APP000259,2024-10,67,19.4,46100.0,39800.0,60,12.98,0.2454,726.0,8,0,rent,debt_consolidation,salaried,south,digital,False,0,0
APP000260,2023-01,47,4.0,59900.0,7700.0,36,15.67,0.2765,,9,1,mortgage,home_improvement,salaried,midwest,digital,False,0,0
APP000261,2023-04,41,4.0,24900.0,4400.0,60,15.19,0.2902,669.0,10,0,rent,debt_consolidation,salaried,northeast,branch,True,0,0
APP000262,2024-10,31,9.7,18100.0,1600.0,24,13.71,0.1236,652.0,3,0,mortgage,major_purchase,contract,south,branch,True,0,0
APP000263,2022-07,26,,30700.0,8000.0,48,13.93,0.1341,667.0,7,0,mortgage,debt_consolidation,self_employed,northeast,digital,False,0,0
APP000264,2023-03,40,3.0,27000.0,8100.0,36,15.01,0.319,654.0,6,0,mortgage,home_improvement,contract,northeast,digital,False,0,0
APP000265,2022-01,35,5.2,41600.0,47600.0,48,16.3,0.666,,4,0,mortgage,debt_consolidation,contract,midwest,branch,True,0,0
APP000266,2023-01,28,,46800.0,14900.0,36,16.84,0.3957,,4,0,rent,small_business,self_employed,west,branch,True,0,0
APP000267,2023-09,31,3.9,25300.0,10800.0,48,14.3,0.3289,689.0,7,0,mortgage,major_purchase,contract,south,digital,True,0,0
APP000268,2024-11,37,8.4,25300.0,24200.0,12,19.88,1.2905,513.0,14,0,mortgage,small_business,salaried,midwest,digital,False,1,1
APP000269,2023-04,39,1.7,27800.0,17100.0,60,15.79,0.3349,593.0,5,0,mortgage,home_improvement,contract,west,broker,False,0,0
APP000270,2022-07,56,2.7,41200.0,4400.0,36,14.23,0.1645,623.0,5,0,rent,other,contract,northeast,digital,False,0,0
APP000271,2024-09,32,5.8,32300.0,6000.0,36,15.66,0.1305,744.0,5,0,mortgage,debt_consolidation,salaried,northeast,digital,True,0,0
APP000272,2024-10,39,3.5,24400.0,11200.0,48,16.15,0.2416,,6,0,mortgage,other,self_employed,south,partner,False,0,0
APP000273,2023-04,28,8.6,24300.0,16000.0,48,15.34,0.3022,595.0,0,0,mortgage,home_improvement,salaried,midwest,digital,False,0,0
APP000274,2024-08,34,6.7,21300.0,10800.0,24,18.44,0.637,554.0,4,0,mortgage,debt_consolidation,self_employed,northeast,partner,True,0,0
APP000275,2023-11,40,,62500.0,29000.0,24,12.54,0.4052,657.0,7,0,rent,major_purchase,salaried,midwest,broker,False,0,0
APP000276,2024-12,44,4.9,27400.0,11800.0,48,15.15,0.1741,666.0,4,0,rent,home_improvement,salaried,south,digital,False,0,0
APP000277,2022-08,43,9.8,29800.0,5500.0,24,13.97,0.2974,638.0,1,1,mortgage,debt_consolidation,contract,midwest,digital,True,0,0
APP000278,2024-12,29,5.6,22000.0,9500.0,48,14.97,0.2331,,1,0,mortgage,home_improvement,salaried,northeast,digital,False,0,0
APP000279,2023-01,46,5.0,48000.0,28500.0,60,16.41,0.34,658.0,4,0,rent,debt_consolidation,salaried,midwest,partner,False,0,0
APP000280,2024-07,25,8.0,28700.0,22000.0,60,17.97,0.3346,638.0,2,0,rent,other,salaried,south,branch,False,0,0
APP000281,2023-04,66,2.8,23300.0,10100.0,36,15.19,0.4807,,4,0,mortgage,major_purchase,salaried,west,branch,False,0,0
APP000282,2023-05,33,5.4,57700.0,13000.0,36,14.44,0.2452,662.0,7,0,rent,debt_consolidation,self_employed,south,digital,True,0,0
APP000283,2023-09,29,5.1,24300.0,4300.0,24,15.73,0.1631,579.0,5,0,mortgage,auto,contract,west,digital,False,0,0
APP000284,2022-07,32,7.5,45400.0,36500.0,24,17.43,0.6467,546.0,6,0,mortgage,home_improvement,salaried,south,broker,False,0,0
APP000285,2024-12,22,1.3,,11900.0,48,16.83,0.2986,586.0,3,0,mortgage,debt_consolidation,salaried,midwest,broker,False,0,0
APP000286,2023-08,42,5.4,28400.0,6000.0,36,12.7,0.188,691.0,5,0,own,small_business,salaried,west,digital,False,0,0
APP000287,2022-03,19,,34800.0,11800.0,36,15.34,0.4944,581.0,3,0,mortgage,other,self_employed,northeast,broker,False,0,0
APP000288,2024-05,35,,48600.0,11700.0,48,13.71,0.2783,651.0,7,0,rent,home_improvement,self_employed,midwest,digital,True,0,0
APP000289,2023-10,35,3.0,30700.0,5300.0,48,14.14,0.1043,610.0,6,0,rent,home_improvement,salaried,northeast,digital,False,0,0
APP000290,2024-01,45,7.3,,7500.0,36,15.21,0.335,657.0,9,0,own,major_purchase,contract,west,broker,False,0,0
APP000291,2023-03,43,12.8,24100.0,15600.0,36,14.88,0.3891,697.0,4,0,rent,major_purchase,self_employed,midwest,broker,False,0,0
APP000292,2022-06,31,4.0,27000.0,4700.0,24,12.64,0.1913,697.0,2,0,rent,home_improvement,salaried,midwest,digital,False,0,0
APP000293,2024-10,43,6.7,22500.0,10500.0,24,15.77,0.5319,657.0,8,0,mortgage,debt_consolidation,salaried,midwest,digital,False,0,0
APP000294,2024-11,52,8.1,55500.0,27500.0,48,11.52,0.2117,782.0,3,0,mortgage,debt_consolidation,contract,south,digital,True,0,0
APP000295,2024-03,26,0.4,22300.0,5000.0,36,16.0,0.3442,,2,0,rent,home_improvement,salaried,south,digital,False,0,0
APP000296,2022-09,61,11.3,133600.0,109800.0,48,13.69,0.5304,746.0,10,0,own,major_purchase,salaried,northeast,partner,True,0,0
APP000297,2024-07,41,,54800.0,16300.0,48,13.85,0.1462,688.0,4,0,rent,debt_consolidation,self_employed,south,broker,False,0,0
APP000298,2024-04,26,,23100.0,2400.0,36,14.06,0.2614,651.0,7,1,mortgage,auto,self_employed,south,partner,True,0,0
APP000299,2024-03,41,2.4,44700.0,6200.0,48,13.18,0.1892,712.0,7,0,own,major_purchase,salaried,northeast,digital,True,0,0
APP000300,2024-10,36,13.5,17500.0,8700.0,48,15.82,0.2807,,4,1,own,medical,retired,midwest,digital,True,0,0
APP000301,2024-06,29,0.7,22000.0,9300.0,24,20.51,0.6846,506.0,5,0,rent,major_purchase,salaried,south,digital,False,1,1
APP000302,2024-11,26,2.4,11200.0,10600.0,48,15.89,0.5266,594.0,7,0,rent,other,contract,northeast,digital,True,1,1
APP000303,2024-10,24,3.3,22500.0,13300.0,48,15.35,0.2225,,3,0,rent,debt_consolidation,contract,northeast,broker,True,1,0
APP000304,2022-08,37,4.2,86800.0,44300.0,60,14.89,0.1281,712.0,4,0,mortgage,home_improvement,self_employed,west,broker,False,0,0
APP000305,2024-11,19,,17800.0,2800.0,24,13.51,0.1761,679.0,1,0,mortgage,other,self_employed,midwest,digital,False,0,0
APP000306,2023-09,37,5.4,16400.0,1000.0,60,15.01,0.086,639.0,6,0,rent,other,retired,west,broker,False,0,0
APP000307,2024-05,35,5.0,12200.0,4800.0,36,15.25,0.3145,627.0,4,0,rent,medical,contract,midwest,partner,False,0,0
APP000308,2024-08,38,0.9,32200.0,12500.0,48,14.73,0.3352,679.0,8,0,own,debt_consolidation,salaried,south,digital,False,0,0
APP000309,2024-11,58,,35900.0,9300.0,36,16.31,0.3434,672.0,6,0,mortgage,home_improvement,contract,south,digital,False,0,0
APP000310,2022-04,40,2.5,44100.0,19600.0,36,13.14,0.3799,675.0,9,0,mortgage,debt_consolidation,salaried,south,branch,True,0,0
APP000311,2023-12,36,,30400.0,1700.0,48,14.22,0.08,,2,0,rent,medical,self_employed,northeast,partner,True,0,0
APP000312,2023-01,32,3.6,18600.0,21900.0,36,15.99,0.4972,,3,0,rent,other,retired,northeast,partner,True,0,0
APP000313,2023-10,45,1.9,15500.0,3300.0,24,16.84,0.3227,540.0,3,0,rent,auto,contract,northeast,branch,False,0,0
APP000314,2024-12,37,11.6,30800.0,6200.0,48,13.54,0.131,,1,0,own,major_purchase,salaried,south,digital,False,0,0
APP000315,2024-12,48,18.1,89900.0,4200.0,36,13.01,0.0441,702.0,6,0,rent,auto,salaried,west,digital,False,0,0
APP000316,2023-11,42,0.9,42500.0,18900.0,36,14.62,0.4446,653.0,4,0,mortgage,other,retired,south,broker,False,0,0
APP000317,2023-07,72,12.7,125300.0,84400.0,36,13.25,0.292,758.0,8,0,own,debt_consolidation,salaried,midwest,digital,False,0,0
APP000318,2023-08,41,,30300.0,14400.0,36,16.19,0.3333,662.0,1,0,rent,debt_consolidation,self_employed,northeast,partner,False,0,0
APP000319,2022-07,36,4.1,21100.0,15900.0,36,16.45,0.3715,575.0,6,0,own,debt_consolidation,salaried,west,digital,False,1,1
APP000320,2024-02,43,2.0,59400.0,18500.0,24,15.61,0.2567,653.0,4,0,own,major_purchase,salaried,northeast,digital,True,0,0
APP000321,2024-10,22,0.7,19100.0,7800.0,48,15.78,0.2565,570.0,1,1,rent,debt_consolidation,salaried,midwest,branch,False,1,1
APP000322,2023-09,44,4.4,62000.0,48300.0,36,14.53,0.4385,707.0,8,0,rent,home_improvement,salaried,northeast,digital,False,0,0
APP000323,2022-10,46,3.7,60500.0,3000.0,24,12.88,0.1203,766.0,12,0,own,other,contract,northeast,branch,True,0,0
APP000324,2023-02,39,5.6,37500.0,10600.0,36,13.75,0.3191,726.0,4,0,rent,debt_consolidation,salaried,midwest,digital,False,0,0
APP000325,2024-10,47,6.2,29700.0,8700.0,12,14.19,0.5139,710.0,3,0,mortgage,debt_consolidation,salaried,northeast,digital,False,0,0
APP000326,2024-11,58,15.2,,43900.0,36,12.61,0.3076,711.0,8,0,mortgage,medical,salaried,south,digital,True,0,0
APP000327,2024-08,26,3.9,,23000.0,12,17.8,0.9455,575.0,6,0,mortgage,debt_consolidation,salaried,south,broker,False,0,1
APP000328,2022-02,39,7.3,73500.0,27000.0,36,14.59,0.2485,641.0,2,0,rent,auto,salaried,south,branch,False,0,0
APP000329,2023-02,46,6.1,40000.0,4200.0,24,13.33,0.2246,762.0,4,1,mortgage,debt_consolidation,salaried,south,digital,True,0,0
APP000330,2024-08,27,7.4,52700.0,46800.0,60,16.09,0.4519,613.0,3,0,rent,major_purchase,salaried,northeast,digital,True,0,0
APP000331,2024-12,47,4.0,40300.0,46600.0,36,15.49,0.4867,691.0,12,0,mortgage,debt_consolidation,contract,south,broker,True,0,0
APP000332,2024-08,53,10.9,54400.0,18800.0,24,12.47,0.3224,676.0,7,0,rent,home_improvement,salaried,west,digital,True,0,0
APP000333,2023-07,27,0.8,32500.0,9400.0,12,14.67,0.4789,622.0,2,0,mortgage,major_purchase,salaried,northeast,branch,False,0,0
APP000334,2022-09,38,,19200.0,8500.0,60,18.42,0.3858,596.0,4,0,rent,debt_consolidation,self_employed,south,digital,True,0,0
APP000335,2024-07,53,9.9,36400.0,23900.0,60,15.01,0.4668,650.0,8,0,rent,auto,salaried,northeast,branch,False,0,0
APP000336,2023-10,25,4.4,18600.0,8300.0,36,14.12,0.2009,614.0,5,0,mortgage,major_purchase,salaried,midwest,broker,False,0,0
APP000337,2023-09,38,1.9,14400.0,10700.0,36,15.62,0.3062,591.0,2,0,mortgage,major_purchase,self_employed,west,broker,False,0,0
APP000338,2022-12,29,1.5,18100.0,5400.0,24,16.17,0.4603,,5,0,mortgage,auto,salaried,west,branch,True,0,0
APP000339,2024-02,54,10.2,99100.0,95900.0,24,17.37,0.7676,574.0,3,1,mortgage,auto,salaried,south,digital,False,1,1
APP000340,2024-06,41,1.5,,10400.0,36,14.32,0.3917,711.0,7,0,mortgage,medical,salaried,midwest,digital,False,0,0
APP000341,2024-05,30,1.9,6600.0,1100.0,48,13.34,0.2497,668.0,2,0,rent,other,salaried,south,broker,True,0,0
APP000342,2023-11,34,3.3,13300.0,1000.0,24,13.92,0.1591,696.0,11,0,own,debt_consolidation,salaried,northeast,digital,False,0,0
APP000343,2023-09,39,9.1,43500.0,40900.0,36,13.84,0.5486,,5,0,rent,debt_consolidation,retired,south,digital,False,0,0
APP000344,2022-11,52,11.3,65700.0,10100.0,24,13.45,0.1768,728.0,10,0,own,debt_consolidation,salaried,south,broker,False,0,0
APP000345,2024-09,32,3.5,32500.0,10800.0,36,15.05,0.4784,622.0,4,0,rent,debt_consolidation,salaried,midwest,broker,True,0,0
APP000346,2024-03,27,11.1,33000.0,8800.0,36,14.49,0.168,652.0,5,0,own,debt_consolidation,salaried,midwest,branch,True,0,0
APP000347,2022-08,52,3.7,24000.0,10500.0,24,15.85,0.3665,591.0,5,0,mortgage,home_improvement,salaried,midwest,branch,False,0,0
APP000348,2023-09,32,,27400.0,19500.0,24,13.69,0.5487,659.0,5,0,mortgage,auto,self_employed,west,branch,True,0,0
APP000349,2023-02,23,1.7,15500.0,1000.0,48,15.81,0.1645,,3,1,mortgage,debt_consolidation,salaried,midwest,digital,True,0,0
APP000350,2023-10,50,3.2,63900.0,56700.0,60,15.22,0.2143,733.0,10,1,mortgage,home_improvement,salaried,south,branch,False,0,0
APP000351,2023-09,38,3.6,34100.0,25400.0,24,14.3,0.5035,661.0,5,0,rent,debt_consolidation,salaried,midwest,branch,True,0,0
APP000352,2023-12,40,6.7,7900.0,5900.0,48,16.98,0.5223,515.0,10,1,rent,auto,unemployed,midwest,branch,False,0,0
APP000353,2024-12,19,,41900.0,22400.0,36,16.12,0.4062,,3,0,rent,major_purchase,self_employed,south,digital,False,0,0
APP000354,2023-05,32,,50400.0,39400.0,48,16.58,0.4628,592.0,6,0,mortgage,debt_consolidation,salaried,northeast,partner,False,1,1
APP000355,2023-06,23,2.6,12700.0,9600.0,36,16.05,0.3372,,0,0,rent,auto,salaried,northeast,broker,False,0,0
APP000356,2023-10,24,2.5,12300.0,14800.0,60,14.9,0.3957,672.0,6,0,rent,auto,contract,south,branch,True,0,0
APP000357,2022-12,36,7.4,19900.0,8400.0,60,15.1,0.2184,637.0,6,1,mortgage,small_business,contract,south,digital,False,0,0
APP000358,2024-04,27,9.6,16000.0,2900.0,24,13.17,0.2341,732.0,1,0,rent,small_business,salaried,south,digital,False,0,0
APP000359,2023-08,63,11.7,159500.0,48100.0,48,15.0,0.3763,682.0,3,0,own,debt_consolidation,salaried,west,partner,True,0,0
APP000360,2022-06,55,9.8,25900.0,13500.0,36,14.55,0.256,681.0,6,1,mortgage,home_improvement,retired,northeast,branch,False,0,0
APP000361,2022-09,50,4.1,43000.0,19400.0,60,15.25,0.5104,606.0,9,0,rent,debt_consolidation,salaried,west,branch,False,1,1
APP000362,2022-06,32,7.3,24500.0,3000.0,48,13.63,0.0781,676.0,2,0,rent,debt_consolidation,contract,west,branch,False,0,0
APP000363,2022-03,53,4.5,11800.0,3500.0,36,15.53,0.1232,612.0,4,0,mortgage,debt_consolidation,unemployed,west,branch,True,0,0
APP000364,2022-06,22,3.3,25100.0,28300.0,48,16.33,0.6224,594.0,6,0,mortgage,debt_consolidation,salaried,midwest,digital,True,0,0
APP000365,2022-12,46,9.5,41800.0,11700.0,12,13.52,0.371,688.0,4,0,mortgage,major_purchase,contract,south,broker,False,0,0
APP000366,2023-10,45,,25900.0,14500.0,24,15.85,0.4566,614.0,6,0,mortgage,debt_consolidation,self_employed,midwest,digital,False,0,0
APP000367,2024-05,21,1.5,11000.0,7000.0,36,14.38,0.2435,,2,0,rent,debt_consolidation,salaried,midwest,digital,False,0,0
APP000368,2023-11,38,5.8,29400.0,10000.0,48,16.03,0.2552,606.0,2,1,rent,medical,salaried,northeast,digital,False,0,0
APP000369,2022-01,51,2.6,51400.0,24000.0,48,13.82,0.246,663.0,8,0,mortgage,debt_consolidation,salaried,midwest,broker,False,0,0
APP000370,2024-08,38,5.2,,13600.0,12,15.72,0.6775,706.0,7,1,rent,auto,contract,midwest,digital,True,0,0
APP000371,2023-06,28,7.5,22700.0,11900.0,60,14.29,0.3611,690.0,2,0,mortgage,major_purchase,salaried,west,digital,False,0,0
